event_date,event_timestamp,event_name,user_pseudo_id,platform,device_category,country
20210131,1612069510766593.0,6,1026454.427,0,1,85
20210131,1612069529243877.0,8,1026454.427,0,1,85
20210131,1612069515781635.0,6,1026454.427,0,1,85
20210131,1612069530073506.0,12,1026454.427,0,1,85
20210131,1612069510766593.0,11,1026454.427,0,1,85
20210131,1612069510766593.0,5,1026454.427,0,1,85
20210131,1612111667188347.0,11,1029692.955,0,1,85
20210131,1612111667188347.0,5,1029692.955,0,1,85
20210131,1612111672202517.0,6,1029692.955,0,1,85
20210131,1612111667188347.0,6,1029692.955,0,1,85
20210131,1612111672464586.0,12,1029692.955,0,1,85
20210131,1612066896873827.0,12,1031480.826,0,0,85
20210131,1612066887624268.0,6,1031480.826,0,0,85
20210131,1612066882613427.0,5,1031480.826,0,0,85
20210131,1612066882613427.0,6,1031480.826,0,0,85
20210131,1612066882613427.0,11,1031480.826,0,0,85
20210131,1612080240052555.0,11,1034924.613,0,1,85
20210131,1612080240052555.0,5,1034924.613,0,1,85
20210131,1612080245394754.0,6,1034924.613,0,1,85
20210131,1612080240052555.0,6,1034924.613,0,1,85
20210131,1612083151368899.0,11,1037360.494,0,0,13
20210131,1612083156481856.0,6,1037360.494,0,0,13
20210131,1612083151368899.0,5,1037360.494,0,0,13
20210131,1612083151368899.0,6,1037360.494,0,0,13
20210131,1612090750765848.0,12,1037755.388,0,1,85
20210131,1612090756117655.0,6,1037755.388,0,1,85
20210131,1612090734295924.0,11,1037755.388,0,1,85
20210131,1612090000000000.0,12,1037755.388,0,1,85
20210131,1612090734295924.0,6,1037755.388,0,1,85
20210131,1612090000000000.0,6,1037755.388,0,1,85
20210131,1612090734295924.0,5,1037755.388,0,1,85
20210131,1612086957747233.0,8,1044444.378,0,1,85
20210131,1612086990438608.0,12,1044444.378,0,1,85
20210131,1612086360877538.0,6,1044444.378,0,1,85
20210131,1612086735842353.0,12,1044444.378,0,1,85
20210131,1612086395762041.0,12,1044444.378,0,1,85
20210131,1612087319639815.0,12,1044444.378,0,1,85
20210131,1612086900193588.0,6,1044444.378,0,1,85
20210131,1612086805539588.0,8,1044444.378,0,1,85
20210131,1612087324994298.0,6,1044444.378,0,1,85
20210131,1612086721019779.0,6,1044444.378,0,1,85
20210131,1612087008029114.0,12,1044444.378,0,1,85
20210131,1612087013237982.0,6,1044444.378,0,1,85
20210131,1612090000000000.0,8,1044444.378,0,1,85
20210131,1612086685844093.0,6,1044444.378,0,1,85
20210131,1612087299030511.0,12,1044444.378,0,1,85
20210131,1612087363468504.0,8,1044444.378,0,1,85
20210131,1612090000000000.0,12,1044444.378,0,1,85
20210131,1612086365894234.0,6,1044444.378,0,1,85
20210131,1612086995671825.0,6,1044444.378,0,1,85
20210131,1612086360877538.0,11,1044444.378,0,1,85
20210131,1612087304646347.0,6,1044444.378,0,1,85
20210131,1612086360877538.0,5,1044444.378,0,1,85
20210131,1612086741056325.0,6,1044444.378,0,1,85
20210131,1612129432472208.0,6,1059953.464,0,1,26
20210131,1612129068327571.0,5,1059953.464,0,1,26
20210131,1612129068327571.0,6,1059953.464,0,1,26
20210131,1612129068327571.0,11,1059953.464,0,1,26
20210131,1612129073340852.0,6,1059953.464,0,1,26
