user_pseudo_id,item_id,interaction,event_timestamp
2885429.0157235567,GGOEAOCB092899,1,2021-01-01 09:33:16.851107
2885429.0157235567,GGOEAFBA115599,1,2021-01-01 09:33:16.851107
2885429.0157235567,GGOEGXXX0905,1,2021-01-01 09:33:16.851107
2885429.0157235567,GGOEGXXX0919,1,2021-01-01 09:33:16.851107
2885429.0157235567,GGOEGOCL092999,1,2021-01-01 09:33:16.851107
2885429.0157235567,GGOEACBA104599,1,2021-01-01 09:33:16.851107
2885429.0157235567,GGOEGXXX0906,1,2021-01-01 09:33:16.851107
2885429.0157235567,GGOEGXXX1181,1,2021-01-01 09:33:16.851107
2885429.0157235567,GGOEGXXX1100,1,2021-01-01 09:33:16.851107
2885429.0157235567,GGOEAOCB092799,1,2021-01-01 09:33:16.851107
2885429.0157235567,GGOEAFBA115499,1,2021-01-01 09:33:16.851107
7515221.43032304,GGOEGXXX1039,1,2021-01-01 20:09:23.852061
7515221.43032304,GGOEGXXX1383,1,2021-01-01 20:09:23.852061
7515221.43032304,GGOEGXXX1344,1,2021-01-01 20:09:23.852061
7515221.43032304,GGOEGXXX1345,1,2021-01-01 20:09:23.852061
7515221.43032304,GGOEYXXX1203,1,2021-01-01 20:09:23.852061
7515221.43032304,GGOEAXXX1308,1,2021-01-01 20:09:23.852061
7515221.43032304,GGOEGXXX1109,1,2021-01-01 20:09:23.852061
7515221.43032304,GGOEGXXX0964,1,2021-01-01 20:09:23.852061
7515221.43032304,GGOEGXXX1040,1,2021-01-01 20:09:23.852061
7515221.43032304,GGOEGXXX0913,1,2021-01-01 20:09:23.852061
7515221.43032304,GGOEGXXX1340,1,2021-01-01 20:09:23.852061
7515221.43032304,GGOEGXXX1385,1,2021-01-01 20:09:23.852061
50394923.2952435,9200324,4,2021-01-09 08:04:38.508109
50394923.2952435,9180818,4,2021-01-09 08:04:38.508109
2976470.575090901,GGOEGXXX0919,1,2021-01-09 08:46:47.118995
2976470.575090901,GGOEAOCB092799,1,2021-01-09 08:46:47.118995
2976470.575090901,GGOEAOCB092899,1,2021-01-09 08:46:47.118995
2976470.575090901,GGOEACBA104599,1,2021-01-09 08:46:47.118995
2976470.575090901,GGOEGXXX0906,1,2021-01-09 08:46:47.118995
2976470.575090901,GGOEAFKA087599,1,2021-01-09 08:46:47.118995
2976470.575090901,GGOEGXXX1181,1,2021-01-09 08:46:47.118995
2976470.575090901,GGOEAFBA115499,1,2021-01-09 08:46:47.118995
2976470.575090901,GGOEAFBA115599,1,2021-01-09 08:46:47.118995
2976470.575090901,GGOEGXXX0905,1,2021-01-09 08:46:47.118995
2976470.575090901,GGOEGXXX0906,1,2021-01-09 08:46:47.118995
2976470.575090901,GGOEGOCL092999,1,2021-01-09 08:46:47.118995
50394923.2952435,GGOEAOCB092899,1,2021-01-09 08:00:27.011699
50394923.2952435,GGOEGOCL092999,1,2021-01-09 08:00:27.011699
50394923.2952435,GGOEGXXX0919,1,2021-01-09 08:00:27.011699
50394923.2952435,GGOEAFBA115599,1,2021-01-09 08:00:27.011699
50394923.2952435,GGOEAOCB092799,1,2021-01-09 08:00:27.011699
50394923.2952435,GGOEGXXX0906,1,2021-01-09 08:00:27.011699
50394923.2952435,GGOEAFKA087599,1,2021-01-09 08:00:27.011699
50394923.2952435,GGOEGXXX0906,1,2021-01-09 08:00:27.011699
50394923.2952435,GGOEGXXX1181,1,2021-01-09 08:00:27.011699
50394923.2952435,GGOEACBA104599,1,2021-01-09 08:00:27.011699
50394923.2952435,GGOEAFBA115499,1,2021-01-09 08:00:27.011699
50394923.2952435,GGOEGXXX0905,1,2021-01-09 08:00:27.011699
62782836.81848108,GGOEGDHQ127799,1,2021-01-09 12:34:49.609379
62782836.81848108,GGOEADHH129499,1,2021-01-09 12:34:49.609379
62782836.81848108,GGOEGDBJ132399,1,2021-01-09 12:34:49.609379
62782836.81848108,GGOEGDNQ138099,1,2021-01-09 12:34:49.609379
62782836.81848108,GGCOGDHC101099,1,2021-01-09 12:34:49.609379
62782836.81848108,GGOEADWJ129399,1,2021-01-09 12:34:49.609379
62782836.81848108,GGOEGDHJ136799,1,2021-01-09 12:34:49.609379
62782836.81848108,GGOEGDBD132099,1,2021-01-09 12:34:49.609379
