event_date,event_timestamp,event_name,user_pseudo_id,platform,device_category,country
1970-01-01 00:00:00.020210131,1612069510766593.0,,1026454.427,,,
1970-01-01 00:00:00.020210131,1612069529243877.0,,1026454.427,,,
1970-01-01 00:00:00.020210131,1612069515781635.0,,1026454.427,,,
1970-01-01 00:00:00.020210131,1612069530073506.0,,1026454.427,,,
1970-01-01 00:00:00.020210131,1612111667188347.0,,1029692.955,,,
1970-01-01 00:00:00.020210131,1612111672202517.0,,1029692.955,,,
1970-01-01 00:00:00.020210131,1612111672464586.0,,1029692.955,,,
1970-01-01 00:00:00.020210131,1612066896873827.0,,1031480.826,,,
1970-01-01 00:00:00.020210131,1612066887624268.0,,1031480.826,,,
1970-01-01 00:00:00.020210131,1612066882613427.0,,1031480.826,,,
1970-01-01 00:00:00.020210131,1612080240052555.0,,1034924.613,,,
1970-01-01 00:00:00.020210131,1612080245394754.0,,1034924.613,,,
1970-01-01 00:00:00.020210131,1612083151368899.0,,1037360.494,,,
1970-01-01 00:00:00.020210131,1612083156481856.0,,1037360.494,,,
1970-01-01 00:00:00.020210131,1612090750765848.0,,1037755.388,,,
1970-01-01 00:00:00.020210131,1612090756117655.0,,1037755.388,,,
1970-01-01 00:00:00.020210131,1612090734295924.0,,1037755.388,,,
1970-01-01 00:00:00.020210131,1612090000000000.0,,1037755.388,,,
1970-01-01 00:00:00.020210131,1612086957747233.0,,1044444.378,,,
1970-01-01 00:00:00.020210131,1612086990438608.0,,1044444.378,,,
1970-01-01 00:00:00.020210131,1612086360877538.0,,1044444.378,,,
1970-01-01 00:00:00.020210131,1612086735842353.0,,1044444.378,,,
1970-01-01 00:00:00.020210131,1612086395762041.0,,1044444.378,,,
1970-01-01 00:00:00.020210131,1612087319639815.0,,1044444.378,,,
1970-01-01 00:00:00.020210131,1612086900193588.0,,1044444.378,,,
1970-01-01 00:00:00.020210131,1612086805539588.0,,1044444.378,,,
1970-01-01 00:00:00.020210131,1612087324994298.0,,1044444.378,,,
1970-01-01 00:00:00.020210131,1612086721019779.0,,1044444.378,,,
1970-01-01 00:00:00.020210131,1612087008029114.0,,1044444.378,,,
1970-01-01 00:00:00.020210131,1612087013237982.0,,1044444.378,,,
1970-01-01 00:00:00.020210131,1612090000000000.0,,1044444.378,,,
1970-01-01 00:00:00.020210131,1612086685844093.0,,1044444.378,,,
1970-01-01 00:00:00.020210131,1612087299030511.0,,1044444.378,,,
1970-01-01 00:00:00.020210131,1612087363468504.0,,1044444.378,,,
1970-01-01 00:00:00.020210131,1612086365894234.0,,1044444.378,,,
1970-01-01 00:00:00.020210131,1612086995671825.0,,1044444.378,,,
1970-01-01 00:00:00.020210131,1612087304646347.0,,1044444.378,,,
1970-01-01 00:00:00.020210131,1612086741056325.0,,1044444.378,,,
1970-01-01 00:00:00.020210131,1612129432472208.0,,1059953.464,,,
1970-01-01 00:00:00.020210131,1612129068327571.0,,1059953.464,,,
1970-01-01 00:00:00.020210131,1612129073340852.0,,1059953.464,,,
1970-01-01 00:00:00.020210131,1612130000000000.0,,1059953.464,,,
1970-01-01 00:00:00.020210131,1612129420787538.0,,1059953.464,,,
1970-01-01 00:00:00.020210131,1612129426623954.0,,1059953.464,,,
1970-01-01 00:00:00.020210131,1612129427258394.0,,1059953.464,,,
1970-01-01 00:00:00.020210131,1612108385441164.0,,1069458.592,,,
1970-01-01 00:00:00.020210131,1612108390357829.0,,1069458.592,,,
1970-01-01 00:00:00.020210131,1612062558149504.0,,1070234.65,,,
1970-01-01 00:00:00.020210131,1612062560700849.0,,1070234.65,,,
1970-01-01 00:00:00.020210131,1612130000000000.0,,1095407.761,,,
1970-01-01 00:00:00.020210131,1612126972249378.0,,1095407.761,,,
1970-01-01 00:00:00.020210131,1612090000000000.0,,1101008.727,,,
1970-01-01 00:00:00.020210131,1612086143830004.0,,1101008.727,,,
1970-01-01 00:00:00.020210131,1612054122270009.0,,1104658.179,,,
1970-01-01 00:00:00.020210131,1612054125828176.0,,1104658.179,,,
1970-01-01 00:00:00.020210131,1612076850253667.0,,1106781.137,,,
1970-01-01 00:00:00.020210131,1612066783986728.0,,1114805.968,,,
1970-01-01 00:00:00.020210131,1612066787331133.0,,1114805.968,,,
1970-01-01 00:00:00.020210131,1612070000000000.0,,1114805.968,,,
1970-01-01 00:00:00.020210131,1612066761108552.0,,1114805.968,,,
1970-01-01 00:00:00.020210131,1612066793880113.0,,1114805.968,,,
1970-01-01 00:00:00.020210131,1612091073008407.0,,1138235.098,,,
1970-01-01 00:00:00.020210131,1612091140179543.0,,1138235.098,,,
1970-01-01 00:00:00.020210131,1612091153862381.0,,1138235.098,,,
1970-01-01 00:00:00.020210131,1612091173487039.0,,1138235.098,,,
1970-01-01 00:00:00.020210131,1612091034508933.0,,1138235.098,,,
1970-01-01 00:00:00.020210131,1612091182075422.0,,1138235.098,,,
1970-01-01 00:00:00.020210131,1612091188694071.0,,1138235.098,,,
1970-01-01 00:00:00.020210131,1612091071827934.0,,1138235.098,,,
1970-01-01 00:00:00.020210131,1612091029477789.0,,1138235.098,,,
1970-01-01 00:00:00.020210131,1612091105115562.0,,1138235.098,,,
1970-01-01 00:00:00.020210131,1612091097893396.0,,1138235.098,,,
1970-01-01 00:00:00.020210131,1612091047557767.0,,1138235.098,,,
1970-01-01 00:00:00.020210131,1612091176099519.0,,1138235.098,,,
1970-01-01 00:00:00.020210131,1612091078995027.0,,1138235.098,,,
1970-01-01 00:00:00.020210131,1612091122582415.0,,1138235.098,,,
1970-01-01 00:00:00.020210131,1612091054173958.0,,1138235.098,,,
1970-01-01 00:00:00.020210131,1612091047978685.0,,1138235.098,,,
1970-01-01 00:00:00.020210131,1612091167103802.0,,1138235.098,,,
1970-01-01 00:00:00.020210131,1612090000000000.0,,1138235.098,,,
1970-01-01 00:00:00.020210131,1612091111064391.0,,1138235.098,,,
1970-01-01 00:00:00.020210131,1612098229938546.0,,1147925.544,,,
1970-01-01 00:00:00.020210131,1612098225939017.0,,1147925.544,,,
1970-01-01 00:00:00.020210131,1612135988076683.0,,1173058.127,,,
1970-01-01 00:00:00.020210131,1612130479082942.0,,1173058.127,,,
1970-01-01 00:00:00.020210131,1612130686465198.0,,1173058.127,,,
1970-01-01 00:00:00.020210131,1612130484074651.0,,1173058.127,,,
1970-01-01 00:00:00.020210131,1612130711770452.0,,1173058.127,,,
1970-01-01 00:00:00.020210131,1612130692058937.0,,1173058.127,,,
1970-01-01 00:00:00.020210131,1612135993068385.0,,1173058.127,,,
1970-01-01 00:00:00.020210131,1612130531510356.0,,1173058.127,,,
1970-01-01 00:00:00.020210131,1612099065709387.0,,1189219.245,,,
1970-01-01 00:00:00.020210131,1612099070076141.0,,1189219.245,,,
1970-01-01 00:00:00.020210131,1612099052395858.0,,1189219.245,,,
1970-01-01 00:00:00.020210131,1612099057353768.0,,1189219.245,,,
